TIME,RSSI,LAT,LONG
2019-12-09T21:26:40.424075,173.0,-41.2902666666666667,174.75385
2019-12-09T21:27:12.257994,175.0,-41.29031666666666667,174.75385
2019-12-09T21:27:28.354662,174.0,-41.29031666666666667,174.7538333333333334
2019-12-09T21:27:44.444432,176.0,-41.29031666666666667,174.7538333333333334
2019-12-09T21:28:07.259214,181.0,-41.29025,174.7538333333333334
2019-12-09T21:28:23.350950,175.0,-41.29025,174.75385
2019-12-09T21:28:42.295106,176.0,-41.29023333333333334,174.75385
2019-12-09T22:10:28.277589,226.0,-41.29028333333333334,174.7538
2019-12-09T22:10:44.390309,219.0,-41.29028333333333334,174.7538
2019-12-09T22:11:00.514583,229.0,-41.29028333333333334,174.7538
2019-12-09T22:11:31.276182,230.0,-41.29031666666666667,174.7538666666666667
2019-12-09T22:11:47.382797,229.0,-41.29031666666666667,174.7538666666666667
2019-12-09T22:12:03.493912,229.0,-41.29031666666666667,174.7538666666666667
2019-12-09T22:12:33.283004,229.0,-41.2903,174.7538666666666667
2019-12-09T22:12:49.383621,228.0,-41.2903,174.7538666666666667
2019-12-09T22:13:05.486407,228.0,-41.2903,174.7538666666666667
2019-12-09T22:13:37.258773,221.0,-41.2903,174.75385
2019-12-09T22:13:53.372487,216.0,-41.2903,174.75385
2019-12-09T22:14:09.493012,214.0,-41.2903,174.75385
2019-12-09T22:14:39.265562,216.0,-41.2902666666666667,174.7538333333333334
2019-12-09T22:14:55.374205,216.0,-41.2902666666666667,174.7538333333333334
2019-12-09T22:15:11.495835,216.0,-41.2902666666666667,174.7538333333333334
2019-12-09T22:15:42.263500,215.0,-41.2903,174.7538333333333334
2019-12-09T22:15:58.370726,210.0,-41.2903,174.7538333333333334
2019-12-09T22:16:14.475218,218.0,-41.2903,174.7538333333333334
2019-12-09T22:16:44.254806,215.0,-41.2903,174.7538333333333334
2019-12-09T22:17:00.379284,206.0,-41.2903,174.7538333333333334
2019-12-09T22:17:16.484790,211.0,-41.2903,174.7538333333333334
2019-12-09T22:17:47.257240,213.0,-41.29028333333333334,174.7538333333333334
2019-12-09T22:18:03.350794,212.0,-41.29028333333333334,174.7538333333333334
2019-12-09T22:18:19.455276,189.0,-41.29028333333333334,174.7538333333333334
2019-12-09T22:18:54.237027,181.0,-41.2902,174.754
2019-12-09T22:19:10.347153,177.0,-41.2902,174.754
2019-12-09T22:19:26.527937,182.0,-41.2902,174.754
2019-12-09T22:19:58.294104,159.0,-41.2899,174.7538
2019-12-09T22:20:30.482244,153.0,-41.2899,174.7538
2019-12-09T22:21:03.249658,156.0,-41.2899833333333333,174.7536166666666667
2019-12-09T22:21:19.347334,158.0,-41.2899833333333333,174.7536166666666667
2019-12-09T22:21:35.463893,159.0,-41.2899833333333333,174.7536166666666667
2019-12-09T22:22:07.232638,153.0,-41.29051666666666665,174.7533166666666666
2019-12-09T22:22:23.344613,153.0,-41.29051666666666665,174.7533166666666666
2019-12-09T22:22:39.469317,158.0,-41.29051666666666665,174.7533166666666666
2019-12-09T22:23:11.226208,164.0,-41.29056666666666664,174.7532166666666666
2019-12-09T22:23:27.341589,164.0,-41.29056666666666664,174.7532166666666666
2019-12-09T22:23:43.431256,157.0,-41.29056666666666664,174.7532166666666666
2019-12-09T22:24:13.227860,162.0,-41.2906,174.75325
2019-12-09T22:24:29.317990,162.0,-41.2906,174.75325
2019-12-09T22:24:45.426538,162.0,-41.2906,174.75325
2019-12-09T22:25:16.225008,162.0,-41.29065,174.75325
2019-12-09T22:25:48.433426,155.0,-41.29065,174.75325
2019-12-09T22:27:37.185447,155.0,-41.2910333333333333,174.7531333333333333
2019-12-09T22:28:01.310241,154.0,-41.2910333333333333,174.7531
2019-12-09T22:28:17.413625,155.0,-41.2910333333333333,174.7531
2019-12-09T22:28:48.224776,156.0,-41.2910333333333333,174.7529166666666667
2019-12-09T22:29:04.323311,158.0,-41.2910333333333333,174.7529166666666667
2019-12-09T22:29:20.423090,171.0,-41.2910333333333333,174.7529166666666667
2019-12-09T22:29:53.224463,158.0,-41.29106666666666664,174.7527666666666667
2019-12-09T22:30:09.328058,158.0,-41.29106666666666664,174.7527666666666667
2019-12-09T22:30:25.439835,153.0,-41.29106666666666664,174.7527666666666667
2019-12-09T22:30:55.233218,153.0,-41.2914,174.75305
2019-12-09T22:31:11.364287,152.0,-41.2914,174.75305
2019-12-09T22:31:27.469063,159.0,-41.2914,174.75305
2019-12-09T22:31:59.242867,159.0,-41.29141666666666666,174.75315
2019-12-09T22:32:15.374674,159.0,-41.29141666666666666,174.75315
2019-12-09T22:32:31.509189,159.0,-41.29141666666666666,174.75315
2019-12-09T22:33:03.235676,159.0,-41.29145,174.75315
2019-12-09T22:33:19.381928,159.0,-41.29145,174.75315
2019-12-09T22:33:35.534305,159.0,-41.29145,174.75315
2019-12-09T22:34:08.254533,159.0,-41.29141666666666666,174.7532
2019-12-09T22:34:24.407675,159.0,-41.29141666666666666,174.7532
2019-12-09T22:34:40.566691,159.0,-41.29141666666666666,174.7532
2019-12-09T22:35:12.250360,159.0,-41.29145,174.7532166666666666
2019-12-09T22:35:28.431964,159.0,-41.29145,174.7532166666666666
2019-12-09T22:35:45.030082,159.0,-41.29145,174.7532166666666666
2019-12-09T22:36:17.246734,158.0,-41.2913833333333333,174.7532
2019-12-09T22:36:33.434103,159.0,-41.2913833333333333,174.7532
2019-12-09T22:36:49.628617,159.0,-41.2913833333333333,174.7532
2019-12-09T22:37:23.252181,159.0,-41.29145,174.7531666666666667
2019-12-09T22:37:39.436331,159.0,-41.29145,174.7531666666666667
2019-12-09T22:37:55.616441,159.0,-41.29145,174.7531666666666667
2019-12-09T22:38:27.258236,159.0,-41.2914333333333333,174.7532
2019-12-09T22:38:43.466390,156.0,-41.2914333333333333,174.7532
2019-12-09T22:38:59.688879,157.0,-41.2914333333333333,174.7532
2019-12-09T22:39:31.263008,158.0,-41.29136666666666666,174.7531666666666667
2019-12-09T22:39:47.468483,159.0,-41.29136666666666666,174.7531666666666667
2019-12-09T22:40:03.680403,156.0,-41.29136666666666666,174.7531666666666667
2019-12-09T22:40:36.259103,158.0,-41.2913833333333333,174.7531833333333333
2019-12-09T22:40:52.486762,158.0,-41.2913833333333333,174.7531833333333333
2019-12-09T22:41:08.717694,158.0,-41.2913833333333333,174.7531833333333333
2019-12-09T22:41:40.273507,156.0,-41.29141666666666666,174.7531833333333333
2019-12-09T22:41:56.510505,156.0,-41.29141666666666666,174.7531833333333333
2019-12-09T22:42:12.764229,156.0,-41.29141666666666666,174.7531833333333333
2019-12-09T22:42:46.260183,157.0,-41.29141666666666666,174.7531666666666667
2019-12-09T22:43:02.493038,158.0,-41.29141666666666666,174.7531666666666667
2019-12-09T22:43:18.734874,156.0,-41.29141666666666666,174.7531666666666667
2019-12-09T22:43:48.261440,157.0,-41.2914,174.7531666666666667
2019-12-09T22:44:04.484386,158.0,-41.2914,174.7531666666666667
2019-12-09T22:44:20.697962,155.0,-41.2914,174.7531666666666667
2019-12-09T22:44:53.260100,159.0,-41.29145,174.7531833333333333
2019-12-09T22:45:09.472670,157.0,-41.29145,174.7531833333333333
2019-12-09T22:45:25.656709,159.0,-41.29145,174.7531833333333333
2019-12-09T22:45:58.246028,159.0,-41.29145,174.7532
2019-12-09T22:46:14.466779,159.0,-41.29145,174.7532
2019-12-09T22:46:30.633880,159.0,-41.29145,174.7532
2019-12-09T22:47:02.234518,158.0,-41.29141666666666666,174.7531666666666667
2019-12-09T22:47:18.404366,158.0,-41.29141666666666666,174.7531666666666667
2019-12-09T22:47:34.573045,158.0,-41.29141666666666666,174.7531666666666667
2019-12-09T22:48:06.228921,158.0,-41.2914333333333333,174.7531666666666667
2019-12-09T22:48:22.460593,157.0,-41.2914333333333333,174.7531666666666667
2019-12-09T22:48:38.567824,158.0,-41.2914333333333333,174.7531666666666667
2019-12-09T22:49:09.226703,159.0,-41.29145,174.7531833333333333
2019-12-09T22:49:25.387791,159.0,-41.29145,174.7531833333333333
2019-12-09T22:49:41.545130,159.0,-41.29145,174.7531833333333333
2019-12-09T22:50:13.236685,158.0,-41.2914833333333333,174.75315
2019-12-09T22:50:29.374764,158.0,-41.2914833333333333,174.75315
2019-12-09T22:50:45.528556,159.0,-41.2914833333333333,174.75315
2019-12-09T22:51:17.214697,158.0,-41.29146666666666665,174.75315
2019-12-09T22:51:33.373927,158.0,-41.29146666666666665,174.75315
2019-12-09T22:51:49.517372,153.0,-41.29146666666666665,174.75315
2019-12-09T22:52:23.230734,155.0,-41.2914333333333333,174.7532333333333333
2019-12-09T22:52:39.363067,154.0,-41.2914333333333333,174.7532333333333333
2019-12-09T22:52:55.507272,155.0,-41.2914333333333333,174.7532333333333333
2019-12-09T22:53:29.197050,154.0,-41.2913833333333333,174.7531
2019-12-09T22:53:45.337174,152.0,-41.2913833333333333,174.7531
2019-12-09T22:54:01.473382,156.0,-41.2913833333333333,174.7531
2019-12-09T22:54:38.216294,153.0,-41.29183333333333333,174.7526
2019-12-09T22:54:54.350496,155.0,-41.29183333333333333,174.7526
2019-12-09T22:55:10.499802,152.0,-41.29183333333333333,174.7526
2019-12-09T22:55:51.296996,155.0,-41.29165,174.7529
2019-12-09T22:56:07.424995,154.0,-41.29165,174.7529
2019-12-09T22:56:39.136000,152.0,-41.29165,174.7529
2019-12-09T22:56:55.269933,154.0,-41.29165,174.7528166666666667
2019-12-09T22:57:11.420635,153.0,-41.29165,174.7528166666666667
2019-12-09T22:57:43.125756,154.0,-41.29165,174.7528166666666667
2019-12-09T22:57:59.275115,156.0,-41.29165,174.7528166666666667
2019-12-09T22:58:15.393241,161.0,-41.29165,174.7528166666666667
2019-12-09T22:58:49.120334,158.0,-41.29218333333333335,174.7528166666666667
2019-12-09T22:59:05.247266,158.0,-41.29218333333333335,174.7526333333333334
2019-12-09T22:59:21.375633,154.0,-41.29218333333333335,174.7526333333333334
2019-12-09T22:59:53.128294,154.0,-41.2927166666666667,174.7526333333333334
2019-12-09T23:00:25.385498,154.0,-41.2927166666666667,174.7530833333333333
2019-12-09T23:01:06.198828,153.0,-41.29313333333333336,174.7529666666666667
2019-12-09T23:02:42.424872,152.0,-41.29363333333333336,174.7528166666666667
2019-12-09T23:05:55.407603,152.0,-41.2937166666666667,174.75185
2019-12-09T23:06:44.307882,151.0,-41.2937,174.7518333333333334
2019-12-09T23:14:33.372309,151.0,-41.2954,174.7508666666666667
2019-12-09T23:15:05.145375,152.0,-41.29531666666666667,174.7507166666666667
2019-12-09T23:15:21.289538,152.0,-41.29531666666666667,174.7507166666666667
2019-12-09T23:15:37.405218,152.0,-41.29531666666666667,174.7507166666666667
2019-12-09T23:16:10.170506,152.0,-41.29523333333333335,174.7505166666666667
2019-12-09T23:16:26.272917,151.0,-41.29523333333333335,174.7505166666666667
2019-12-09T23:16:42.376910,152.0,-41.29523333333333335,174.7505166666666667
2019-12-09T12:40:21.534301,152.0,-41.2981666666666667,174.7450333333333333
2019-12-09T12:40:37.681814,151.0,-41.2981666666666667,174.7450333333333333
2019-12-09T12:41:23.476677,152.0,-41.29823333333333335,174.7450333333333333
2019-12-09T12:41:39.540636,152.0,-41.29823333333333335,174.7451
2019-12-09T12:41:55.670588,152.0,-41.29823333333333335,174.7451
2019-12-09T12:42:25.407803,151.0,-41.29838333333333333,174.7451
2019-12-09T12:42:41.552023,151.0,-41.29838333333333333,174.7450333333333333
2019-12-09T12:42:57.682830,151.0,-41.29838333333333333,174.7450333333333333
2019-12-09T12:43:31.402783,152.0,-41.29836666666666667,174.7450333333333333
2019-12-09T12:43:47.537277,152.0,-41.29836666666666667,174.7450833333333333
2019-12-09T12:44:03.685536,152.0,-41.29836666666666667,174.7450833333333333
2019-12-09T12:44:38.398511,152.0,-41.29836666666666667,174.7450833333333333
2019-12-09T12:44:54.541062,152.0,-41.29836666666666667,174.7450333333333333
2019-12-09T12:45:10.680940,152.0,-41.29836666666666667,174.7450333333333333
2019-12-09T12:45:41.396778,152.0,-41.29835,174.7450333333333333
2019-12-09T12:45:57.540016,152.0,-41.29835,174.7450166666666667
2019-12-09T12:46:13.673651,152.0,-41.29835,174.7450166666666667
2019-12-09T12:46:50.399743,152.0,-41.29835,174.7450166666666667
2019-12-09T12:47:06.542767,152.0,-41.29835,174.7450333333333333
2019-12-09T12:47:22.670626,152.0,-41.29835,174.7450333333333333
2019-12-09T12:47:55.392120,152.0,-41.29838333333333333,174.7450333333333333
2019-12-09T12:48:11.538751,152.0,-41.29838333333333333,174.7449666666666667
2019-12-09T12:48:27.698574,152.0,-41.29838333333333333,174.7449666666666667
2019-12-09T12:50:15.397049,152.0,-41.29838333333333333,174.7450166666666667
2019-12-09T12:50:31.527031,152.0,-41.29838333333333333,174.7450333333333333
2019-12-09T12:50:47.669437,152.0,-41.29838333333333333,174.7450333333333333
2019-12-09T12:51:50.395649,152.0,-41.29838333333333333,174.7450333333333333
2019-12-09T12:52:06.540778,152.0,-41.29838333333333333,174.74505
2019-12-09T12:52:22.674505,152.0,-41.29838333333333333,174.74505
